text,tweet_id,name,retweet_count,tweet_location,tweet_created,user_timezone,tweet_coord
"Today’s discussion on #automation, #robots, #creativity, #ai, #deeplearning &amp; how being deviant will save… https://t.co/nOXmBEtQNU",993945882243543040,timmask,0,"Brandon, MS",2018-05-08 20:08:59 +0000,,
"Instead of worrying about immigrants taking our jobs, we should all join together because realistically speaking, r… https://t.co/KLRfdLuOvx",993943503582314496,Bubbahsaurus,1,,2018-05-08 19:59:32 +0000,,
"RT @CafeEconomics: ""The number of robots deployed by Indian firms has witnessed a 200-fold increase since the turn of the 21st century""
In…",993941726824984576,spannerjee,33,"London, England",2018-05-08 19:52:28 +0000,London,
@younicornreads I especially like how they mentioned the labor shortage problem -- there are so many industries wit… https://t.co/ErZmhGCWpb,993940734976954368,tamaraniac,0,Saint Paul MN + Urbana IL,2018-05-08 19:48:32 +0000,Central Time (US & Canada),
"RT @ValaAfshar: Robots could replace 800 million jobs by 2030.

“Everything we teach should be different from machines.”

—Jack Ma, CEO @Al…",993940192666050562,TheDoer_,102,Sometimes on Earth. ,2018-05-08 19:46:23 +0000,Harare,
New #JobReport is absolutely meaningless...In less than a decade #Robots will take the majority of those jobs back!… https://t.co/zXQJn9aTww,993939408909946881,HollywoodIC,0,,2018-05-08 19:43:16 +0000,Eastern Time (US & Canada),
RT @jessicahelfand: I thought robots weren't going to take designers' jobs away for at least another decade. https://t.co/zmOkWXiMO0,993938918864285696,N_A_G_D,10,Belgium,2018-05-08 19:41:19 +0000,Brussels,
"Repetitive, routine, scalable components of many jobs have  been replaced   by our friends, the robots. The trend w… https://t.co/8No7JJ3phy",993936659615010816,executivecortex,0,"Miami, FL",2018-05-08 19:32:20 +0000,Eastern Time (US & Canada),
RT @MikeQuindazzi: Can #softskills save your #job from #ai and #robots? &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #futureofwork #robotics #autonomous #…,993936499908358144,Lisa_Hughes_VR,45,"Sacramento, CA",2018-05-08 19:31:42 +0000,Pacific Time (US & Canada),
"Robots won’t take jobs, they’ll offer even better ones! #Robotics in retail will improve services
, shopping experi… https://t.co/8giaiYnUzI",993936149449064448,JohnDay88,0,,2018-05-08 19:30:19 +0000,America/Los_Angeles,
RT @DavidJKelley: I added a video to a @YouTube playlist https://t.co/imbVmf0jz3 Which Jobs Should You Avoid Because Robots Will Take Them…,993934800078671872,dirkbruere,1,England,2018-05-08 19:24:57 +0000,London,
RT @DigitalVipul: RT @cloudpreacher: RT @cloudpreacher: Should we be wary of #ArtificialIntelligence? #MachineLearning #ML #DeepLearning #D…,993934346653437953,Tsundu_Mak,9,South Africa,2018-05-08 19:23:09 +0000,Pacific Time (US & Canada),
RT @digitaljournal: Having a robot tell you not to worry about a dystopian future where #robots take all the jobs is a bit unsettling https…,993934141233254400,PedroTeich,1,"Oporto, Portugal",2018-05-08 19:22:20 +0000,Lisbon,
RT @MikeQuindazzi: Can #softskills save your #job from #ai and #robots? &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #futureofwork #robotics #autonomous #…,993933802413219840,MAXIM_MLA,45,Md,2018-05-08 19:20:59 +0000,Eastern Time (US & Canada),
RT @MikeQuindazzi: Can #softskills save your #job from #ai and #robots? &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; #futureofwork #robotics #autonomous #…,993933447113662470,LynnetteKTaylor,45,"New Jersey, USA",2018-05-08 19:19:34 +0000,Eastern Time (US & Canada),
All this talk about life getting easier with robots and AI - they said that ages ago and everyone's still working 9… https://t.co/yFN1wNopmn,993932229188440064,LOFIVE_,0,"Liverpool, England",2018-05-08 19:14:44 +0000,Amsterdam,
Having a robot tell you not to worry about a dystopian future where #robots take all the jobs is a bit unsettling… https://t.co/u9UJmwn7Av,993931486989504512,digitaljournal,1,"Toronto, Canada",2018-05-08 19:11:47 +0000,Central Time (US & Canada),
"RT @SpirosMargaris: Good read

Seven #Jobs #Robots Will Create—or Expand 

https://t.co/tU77FWCbHQ #fintech #insurtech @danielas_bot #AI #A…",993930761358147590,fernandocuenca,29,"Valladolid, España",2018-05-08 19:08:54 +0000,Madrid,
"RT @SpirosMargaris: Good read

Seven #Jobs #Robots Will Create—or Expand 

https://t.co/tU77FWCbHQ #fintech #insurtech @danielas_bot #AI #A…",993930758942273537,GutoSmatos,29,"Distrito Federal, México",2018-05-08 19:08:53 +0000,,
“Robots Won’t Steal Your Job: How AI is Creating a New Job Landscape” https://t.co/GwonzMYM6x #robot #AI #Jobs https://t.co/7K3nP0qZhb,993930539336912896,StoAmigo,0,"Las Vegas, NV",2018-05-08 19:08:01 +0000,Pacific Time (US & Canada),
RT @AitheonOfficial: I just published “Are Robots CREATING jobs? Excusive Interview with Aitheon.” https://t.co/MJQhfxiUmR,993930214467043330,WallterrWhite,1031,,2018-05-08 19:06:44 +0000,Pacific Time (US & Canada),
I added a video to a @YouTube playlist https://t.co/imbVmf0jz3 Which Jobs Should You Avoid Because Robots Will Take Them First,993930092085694464,DavidJKelley,1,"Provo, UT",2018-05-08 19:06:14 +0000,Pacific Time (US & Canada),
The automation myth: Robots aren't taking your jobs— and that's the problem @mattyglesias  https://t.co/otCBuEYze0,993929846790283264,IQ2US,0,"New York, NY",2018-05-08 19:05:16 +0000,Eastern Time (US & Canada),
RT @AitheonOfficial: I just published “Are Robots CREATING jobs? Excusive Interview with Aitheon.” https://t.co/MJQhfxiUmR,993929672776962048,AlsionSorc,1031,Россия,2018-05-08 19:04:34 +0000,Pacific Time (US & Canada),
RT @WorldatWork: Are Robots Coming for HR Managers’ Jobs? No but Vera is here to help them! This job-vetting AI cuts recruitment time &amp; cos…,993929526358011904,rucsb,2,"Delhi, India",2018-05-08 19:04:00 +0000,New Delhi,
"Do we really need to worry about robots taking all our jobs? Maybe not…
https://t.co/eshFBgdWlB
#ManufacturingTrend… https://t.co/skUHYRKNAP",993928778626863105,LaborFinders,0,,2018-05-08 19:01:01 +0000,Atlantic Time (Canada),
"https://t.co/cTWw1Mc2GC AI Could Kill 2.5 Million Financial Jobs—And Save Banks $1 Trillion

#DataScience… https://t.co/x4c7riroU0",993928657772208129,InfoProNetwork,0,Worldwide,2018-05-08 19:00:32 +0000,Eastern Time (US & Canada),
RT @Bruegel_org: Did you miss our last #BruegelEvent on the economic impact of Robots and #AI:? Find the recordings of the discussion btn @…,993928391018598400,JMJasiewicz,3,,2018-05-08 18:59:29 +0000,,
"RT @DS_Analytics: https://t.co/kebXpFV0CG AI Could Kill 2.5 Million Financial Jobs—And Save Banks $1 Trillion

#DataScience #Insurance #Mac…",993928324253499392,WechslerMallory,4,"New York, USA",2018-05-08 18:59:13 +0000,,
"RT @cloudpreacher: Can #softskills save your #job from #ai and #robots? &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; 

#futureofwork #robotics #autonomous…",993926931275046914,fernandocuenca,18,"Valladolid, España",2018-05-08 18:53:41 +0000,Madrid,
"RT @cloudpreacher: Can #softskills save your #job from #ai and #robots? &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; 

#futureofwork #robotics #autonomous…",993926928091430912,Harry_Robots,18,"Renton, WA",2018-05-08 18:53:40 +0000,Pacific Time (US & Canada),
"RT @CafeEconomics: ""The number of robots deployed by Indian firms has witnessed a 200-fold increase since the turn of the 21st century""
In…",993926546179096577,bhavikajTOI,33,,2018-05-08 18:52:09 +0000,Pacific Time (US & Canada),
"Will robots and AI take our jobs? Fears over automation has big implications economically and politically, as… https://t.co/PQKF5zI3xd",993926026341253120,GivingCompass,0,"Seattle, WA",2018-05-08 18:50:05 +0000,Pacific Time (US & Canada),
Intelligent AI: the robots will make your job easier https://t.co/buqu5wpjo6,993925506553786369,smesser,0,NYC,2018-05-08 18:48:01 +0000,Eastern Time (US & Canada),
"RT @ValaAfshar: Robots could replace 800 million jobs by 2030.

“Everything we teach should be different from machines.”

—Jack Ma, CEO @Al…",993925018575831040,JMwasongwe,102,,2018-05-08 18:46:05 +0000,Baghdad,
The fear is not just in India but around the world https://t.co/DrEUDUAZsG,993924746797637634,FinancialXpress,0,"New Delhi, India",2018-05-08 18:45:00 +0000,Mumbai,
"RT @SpirosMargaris: Good read

Seven #Jobs #Robots Will Create—or Expand 

https://t.co/tU77FWCbHQ #fintech #insurtech @danielas_bot #AI #A…",993924203567968256,2601Manish,29,India,2018-05-08 18:42:51 +0000,Chennai,
"RT @Vilynx: Your next coworker could be an avatar #robot 🤖

👉 https://t.co/Przu8IFgey via @CNBC 

#DigitalTransformation #jobs #AI #ML #rob…",993923808745607168,sbenavid,19,,2018-05-08 18:41:16 +0000,Central Time (US & Canada),
"RT @IncenseBerner: They don't want to pay qualified middle age workers a living wage. 
Workers quitting due to lack of living wages, gas pr…",993923480113565696,conwayk57,1,,2018-05-08 18:39:58 +0000,,
@bartolomeew Robots are taking our jobs.,993922834568302592,srsssh,0,,2018-05-08 18:37:24 +0000,Tehran,
"They don't want to pay qualified middle age workers a living wage. 
Workers quitting due to lack of living wages, g… https://t.co/xpN8a0LVDU",993922367138168832,IncenseBerner,1,Interstellar,2018-05-08 18:35:33 +0000,Eastern Time (US & Canada),
"RT @andy_fitze: Jobs Robots Will Create—or Expand
#CHR #Mixed_Reality #Robot #Automation #Automotive #Consulting #Education #Research #Secu…",993921960387235841,nmleo1,10,"New Delhi, Delhi",2018-05-08 18:33:56 +0000,,
"RT @ctrlcreep: Human jobs taken not by robots, but by body parts grown in a lab and programmed via muscle memory. Disembodied hands sustain…",993920689743847424,spaceghoststang,76,,2018-05-08 18:28:53 +0000,,
@ShayTotten @KiahMorrisVT Here is some math: increasing human labor costs will incentivize firms to automate. These… https://t.co/jAKu2EXuia,993920305776287744,BradyToensing,0,,2018-05-08 18:27:21 +0000,Atlantic Time (Canada),
RT @tadmartin: Intelligent AI: the robots will make your job easier  https://t.co/r0XEIQXibT,993919880171806720,collectivei,1,"New York, NY",2018-05-08 18:25:40 +0000,Pacific Time (US & Canada),
I'm generally uncomfortable about the idea of robots taking ppls jobs in offices (Pepper and that) but if there was… https://t.co/6MNT62iy51,993918524736397312,AsmaBandey,0,London,2018-05-08 18:20:17 +0000,London,
"RT @wef: Robots have been taking our jobs for 50 years, so why are we worried? https://t.co/Zw7hdF50MD #automation #employment https://t.co…",993918432415494146,PostNormalEra,128,Global,2018-05-08 18:19:55 +0000,,
"RT @wef: Robots have been taking our jobs for 50 years, so why are we worried? https://t.co/Zw7hdF50MD #automation #employment https://t.co…",993918239725031426,BldngBenjamins,128,"New Jersey, USA",2018-05-08 18:19:09 +0000,Eastern Time (US & Canada),
"RT @ValaAfshar: Robots could replace 800 million jobs by 2030.

“Everything we teach should be different from machines.”

—Jack Ma, CEO @Al…",993917220593029122,khas01,102,Birmingham,2018-05-08 18:15:06 +0000,Asia/Jerusalem,
Intelligent AI: the robots will make your job easier  https://t.co/r0XEIQXibT,993916695843672065,tadmartin,1,New York City,2018-05-08 18:13:01 +0000,Eastern Time (US & Canada),
RT @BoydenMENA: Technology will not result in higher unemployment rates. In fact automation will help people work better and feel more secu…,993916408173137921,N3ExecCoach,0,"Dubai, United Arab Emirates",2018-05-08 18:11:52 +0000,,
RT @jessicahelfand: I thought robots weren't going to take designers' jobs away for at least another decade. https://t.co/zmOkWXiMO0,993916190081810432,EricaHops,10,"Manhattan, KS",2018-05-08 18:11:00 +0000,Central Time (US & Canada),
"RT @wef: Robots have been taking our jobs for 50 years, so why are we worried? https://t.co/Zw7hdF50MD #automation #employment https://t.co…",993916143512453121,icon_omy,128,Italia,2018-05-08 18:10:49 +0000,,
"RT @cloudpreacher: Can #softskills save your #job from #ai and #robots? &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; 

#futureofwork #robotics #autonomous…",993915632553869312,JulianSharp7523,18,"Cupertino, CA",2018-05-08 18:08:47 +0000,Pacific Time (US & Canada),
"Robots won’t take jobs, they’ll offer even better ones! #Robotics in retail will improve services
, shopping experi… https://t.co/JcfzdQa1n5",993913476451000321,RustyLhamon,0,"Seattle, WA",2018-05-08 18:00:13 +0000,Pacific Time (US & Canada),
"#GoodNewsTuesday and good news for HR. We're sure this applies to US jobs as well.
https://t.co/UyJwvIrSow",993913425750298625,nettime,0,"Scottsdale, AZ",2018-05-08 18:00:01 +0000,Pacific Time (US & Canada),
"RT @scroll_in: Liberal arts, not STEM, provide the skills that machines and robots cannot pick up to steal jobs https://t.co/bZIrfWUFHo htt…",993913236670959616,indotiger,1,India,2018-05-08 17:59:16 +0000,Mumbai,
"Liberal arts, not STEM, provide the skills that machines and robots cannot pick up to steal jobs… https://t.co/jeZdqrFzMY",993912923515949058,scroll_in,1,,2018-05-08 17:58:01 +0000,Mumbai,
"when we think of a robot apocalypse it often starts with robots taking the jobs of humans, deeming them unnecessary… https://t.co/22yrGCXVYk",993912393351811072,autumn_ACK,0,,2018-05-08 17:55:55 +0000,Pacific Time (US & Canada),
RT @jessicahelfand: I thought robots weren't going to take designers' jobs away for at least another decade. https://t.co/zmOkWXiMO0,993912282613661696,iheartmini,10,Brussels,2018-05-08 17:55:28 +0000,Brussels,
"@vivi_dont as shitty as it sounds, people doing these kinds of jobs often are robots, not even necessarily because… https://t.co/AjQJkpCmtZ",993912183577874433,null_descriptor,0,"London, England",2018-05-08 17:55:05 +0000,London,
"RT @cloudpreacher: Can #softskills save your #job from #ai and #robots? &gt;&gt; @wef via @MikeQuindazzi &gt;&gt; 

#futureofwork #robotics #autonomous…",993911702747074561,MartinCiupa,18,"Webster, NY",2018-05-08 17:53:10 +0000,Singapore,
@ihate_everyone2 @ThomasWictor Robots are only taking the jobs nobody wants?,993911694282887168,jr_bohl,0,"Plainwell, MI",2018-05-08 17:53:08 +0000,,
