text,tweet_id,name,retweet_count,tweet_location,tweet_created,user_timezone,tweet_coord
RT @TechRepublic: Data released by the UK police force confirmed claims from watchdog groups that the software is inaccurate. https://t.co/…,993943349437652996,RamReyRuiz,2,Madrid. España,2018-05-08 19:58:55 +0000,Athens,
Data released by the UK police force confirmed claims from watchdog groups that the software is inaccurate. https://t.co/wiEU1VtZvG,993942926165270529,TechRepublic,2,USA | UK | Australia | Asia,2018-05-08 19:57:14 +0000,Eastern Time (US & Canada),
"Welsh police facial recognition has 92% fail rate, showing dangers of early AI https://t.co/14SY0UkJWm by @JonathanEGreig",993941284321710080,ConnerForrest,0,"Louisville, KY",2018-05-08 19:50:43 +0000,Eastern Time (US & Canada),
Google thread on the kind of dystopian dangers of thrusting AI on the public in ways individual people cannot activ… https://t.co/sdVQxJEewg,993937100679430144,nickstatt,0,"San Francisco, CA",2018-05-08 19:34:05 +0000,Pacific Time (US & Canada),
"There's a really exciting use case for #Industry40 #technologies -- #Supplyrisk mgmt. Imagine #AI, #Blockchain,… https://t.co/8CK10QaeJO",993881323482894336,MattYork_Ardent,0,"Boston, MA",2018-05-08 15:52:27 +0000,Atlantic Time (Canada),
@deecodeee @ConnorDaley He is someone who has been openly against reckless development of AI and has stated the dan… https://t.co/3rtpmb1ac5,993877143905079296,GR3Gx,0,Earth,2018-05-08 15:35:51 +0000,Hawaii,
Good thread on the hype about AI and the actual dangers of giving autonomy to systems that lack the level of intell… https://t.co/QG2QbbI9om,993876324920868864,hansroyer,0,here and there,2018-05-08 15:32:35 +0000,Pacific Time (US & Canada),
"TierPoint CSO, Paul Mazzucco, providing some useful insight into the benefits and potential pitfalls of AI and IT A… https://t.co/BSWsVhZdwV",993841600919932929,Drew_TierPoint,0,"Franklin, TN",2018-05-08 13:14:37 +0000,Central Time (US & Canada),
"RT @CoSyndicate_io: - What are the dangers of putting AI incentives on blockchain?
- Alternatives to the proof of work
- What can we expect…",993833847522496513,mobotiq,2,EU,2018-05-08 12:43:48 +0000,Pacific Time (US & Canada),
"- What are the dangers of putting AI incentives on blockchain?
- Alternatives to the proof of work
- What can we ex… https://t.co/fQZrHzHukk",993807734893088769,CoSyndicate_io,2,Global,2018-05-08 11:00:02 +0000,,
@DennisNappiII absolutely hit it out of the park with this episode of The Seiker Podcast. Amazing analysis from… https://t.co/kHieCRODhE,993793213440970753,6_Sense_Media,0,United States,2018-05-08 10:02:20 +0000,Central Time (US & Canada),
RT @otago: Otago University is establishing an interdisciplinary research centre that will further investigate the benefits and dangers of…,993782678175584256,profwinikoff,2,"Dunedin, New Zealand",2018-05-08 09:20:28 +0000,,
The Economist | Small isn’t beautiful via @TheEconomist. I propose a challenge. AI threatens to create mass unemplo… https://t.co/fAYVAgdI5Y,993745731272966145,Beyond12Billion,0,,2018-05-08 06:53:39 +0000,Pacific Time (US & Canada),
A billionaire flirting by using puns around a thought experiment involving the flaws of human thought process and t… https://t.co/gqoLlblKZH,993718177094750208,ChrisG375,0,,2018-05-08 05:04:10 +0000,Pacific Time (US & Canada),
RT @otago: Otago University is establishing an interdisciplinary research centre that will further investigate the benefits and dangers of…,993715900133007360,auDASSH,2,Australia,2018-05-08 04:55:07 +0000,Pacific Time (US & Canada),
@sarahmarino I read they started talking to each other because she beat him to a super nerdy joke about AI and thei… https://t.co/39L0xDLFw3,993713616661577731,jillsanvich,0,burbank ca via bay area,2018-05-08 04:46:03 +0000,Pacific Time (US & Canada),
Otago University is establishing an interdisciplinary research centre that will further investigate the benefits an… https://t.co/cOp5TIhj0i,993678131226660864,otago,2,New Zealand,2018-05-08 02:25:02 +0000,Wellington,
"BC: On the next episode of My Strange Addiction, Josh just can't get enough of _____.
WC: Warning against the dange… https://t.co/1zAqp9knbv",993602630881603584,cardsrhumorous,0,"Denver, CO",2018-05-07 21:25:02 +0000,Pacific Time (US & Canada),
"RT @wojtekkutyla: @MaMChannel on matches, robots, advanced AI and dangers of technology. Pretty impressive material :) #imultiplyAI https:/…",993602551445643264,imultiplytweet,1,"Edinburgh, Glasgow, Belfast",2018-05-07 21:24:43 +0000,London,
"RT @PIPActionA: @Jeremy_Hunt @jeremycorbyn @fmwales @NicolaSturgeon &gt; 47,000UK women exposed to #PIPimplants have a 1 in 3,000 risk of #BRE…",993598175272464391,PIPaction,2,UK,2018-05-07 21:07:19 +0000,,
"It’s official, I’ve become one of the seemingly paranoid canaries shouting from the coal mine about the imminent dangers of Automation &amp; AI.",993574148785037314,MansaOfTheHill,0,"Humble Hill, CA",2018-05-07 19:31:51 +0000,Pacific Time (US & Canada),
"Rip Currents, an Underrated Danger, Have Been More Deadly Than Tornadoes and Lightning This Year @weatherchannel https://t.co/eEK4iuVKhD",993573613004521474,Gab_ai_sfujioka,0,"North Carolina, USA",2018-05-07 19:29:43 +0000,Eastern Time (US & Canada),
Large-scale study proves that cell tower radiation causes cancer… where is the apology from the media for years of…… https://t.co/bhqFaCxQOu,993548975390281735,stopfemanownjks,0,United States,2018-05-07 17:51:49 +0000,Eastern Time (US & Canada),
"While the promise of AI is intriguing, I think the dangers are underestimated.  What happens when AI controls just… https://t.co/4BMZTObquR",993537829748682752,Roywilson74,0,,2018-05-07 17:07:32 +0000,,
RT @PitchApply: The great #StephenHawking frequently discussed the dangers of #AI &amp; made us critically determine what we want to achieve fo…,993488618378485761,Bitcoinclubuz,88,Uzbekistan,2018-05-07 13:51:59 +0000,Tashkent,
@JamieJBartlett The issues surrounding micro-targeting etc are not new (how long have the tinfoil hat wearers among… https://t.co/UyserrUPxY,993481091230130176,NetworkString,0,A Datacenter most likely...,2018-05-07 13:22:04 +0000,London,
Axon launches AI ethics board to study the dangers of facial recognition https://t.co/paoosJDD0r,993468007786647552,Funders4Justice,0,,2018-05-07 12:30:05 +0000,,
"@horsemaid added: VR, AI and Blockchain will be more present in our daily life. To get used to these and to learn t… https://t.co/ZNXeDMwJdw",993460645893943301,FDMGroup,0,Worldwide,2018-05-07 12:00:50 +0000,Casablanca,
AI experts list the real dangers of artificial intelligence https://t.co/vYj8Vb8o6V via @qz,993457708400627713,als_T_4,0,,2018-05-07 11:49:09 +0000,Berlin,
RT @mcclure111: Open letter from an AI warning of the dangers of Elon Musk,993343076105060352,rdivyanshu,514,,2018-05-07 04:13:39 +0000,New Delhi,
Google co-founder's letter focuses on the dangers and promises of AI  https://t.co/8m0O5Emt9t,993310772938895361,InfoProNetwork,0,Worldwide,2018-05-07 02:05:17 +0000,Eastern Time (US & Canada),
@DailySignal: Enough is enough: glorifying Marx is dangerous. https://t.co/o4pf4TzYUc https://t.co/A5DzFUtmWN https://t.co/7CahgYAA7B,993281633460539392,disciple78,0,New York ,2018-05-07 00:09:30 +0000,,
RT @MAIN_Community: AI hopes and dangers // Yoshua Bengio at day 2 of IAM 2018 @UMontreal @IVADO_Qc https://t.co/CAq6rY8FnX,993278422662156288,AIIAorg,3,"Montréal, Québec",2018-05-06 23:56:44 +0000,,
RT @MAIN_Community: AI hopes and dangers // Yoshua Bengio at day 2 of IAM 2018 @UMontreal @IVADO_Qc https://t.co/CAq6rY8FnX,993277932507422721,vavacolor,3,"Montreal, Quebec, Canada",2018-05-06 23:54:47 +0000,,
"RT @PIPActionA: @Jeremy_Hunt @jeremycorbyn @fmwales @NicolaSturgeon &gt; 47,000UK women exposed to #PIPimplants have a 1 in 3,000 risk of #BRE…",993245870601789441,PIPActionA,2,International Campaign,2018-05-06 21:47:23 +0000,London,
"@Jeremy_Hunt @jeremycorbyn @fmwales @NicolaSturgeon &gt; 47,000UK women exposed to #PIPimplants have a 1 in 3,000 risk… https://t.co/1xeKnsvNeb",993242274086752256,PIPActionA,2,International Campaign,2018-05-06 21:33:06 +0000,London,
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",993195141023371266,MrRDPierce,10,Master of the Universe,2018-05-06 18:25:48 +0000,Pacific Time (US & Canada),
How can we be sure AI will behave? Perhaps by watching it argue with itself. - https://t.co/dKDD16neLO suggest that… https://t.co/0UhVQXSSM6,993161194247606272,passivetech,0,"Denver, CO",2018-05-06 16:10:55 +0000,,
"Your new #ArtificialIntelligence solution is great with productivity up, and time &amp; costs down, but are you accepti… https://t.co/wjeCHCTCGx",993151013715697664,martinsharp_uk,0,"Leeds, UK",2018-05-06 15:30:28 +0000,London,
"RT @ComputerWeekly: The dangers of non-diverse artificial intelligence:

https://t.co/mS0U9dw3lG #AI #diversity https://t.co/1g7Gvxht1x",993135415082307584,cp0w3rs,3,"Tampa, FL",2018-05-06 14:28:29 +0000,Eastern Time (US & Canada),
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",993046943248146432,DrJLMooreIII,10,"Columbus, Ohio",2018-05-06 08:36:55 +0000,Eastern Time (US & Canada),
RT @IainLJBrown: The Dangers Of Artificial Intelligence https://t.co/S0fLrLyP4p #DataScience #MachineLearning #DeepLearning #NLP #Robots #A…,993012208333410305,EpicRelevance,18,,2018-05-06 06:18:54 +0000,Central Time (US & Canada),
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",992972417445384192,losendan,10,,2018-05-06 03:40:47 +0000,,
@JayCostTWS Every time I hear someone smarter than me go off about the dangers of AI I think of this type of thing.… https://t.co/cULZSyUWzx,992960306786721792,JamieKalifornia,0,Kalifornia Socialist Republic,2018-05-06 02:52:40 +0000,Pacific Time (US & Canada),
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",992956620865814530,0Blindsided,10,"Houston, TX",2018-05-06 02:38:01 +0000,,
"RT @ComputerWeekly: The dangers of non-diverse artificial intelligence:

https://t.co/mS0U9dw3lG #AI #diversity https://t.co/1g7Gvxht1x",992934299660902402,MurphyParis123,3,"Paris, France",2018-05-06 01:09:19 +0000,Paris,
RT @MAIN_Community: AI hopes and dangers // Yoshua Bengio at day 2 of IAM 2018 @UMontreal @IVADO_Qc https://t.co/CAq6rY8FnX,992925285883445248,IVADO_Qc,3,"Montréal, Québec",2018-05-06 00:33:30 +0000,Pacific Time (US & Canada),
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",992893968613543936,MajestyJames1,10,"New Jersey, USA",2018-05-05 22:29:03 +0000,Eastern Time (US & Canada),
RT @Intelygenz: Save the date for the next #InCodeWeTrust #Meetup: Thursday 17th May to talk about the dangers of bias in #AI https://t.co/…,992893094029922305,s_salas16,4,"Madrid, España",2018-05-05 22:25:35 +0000,,
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",992892628063670274,mpfefferkorn42,10,,2018-05-05 22:23:44 +0000,,
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",992888208022212609,Milenamnam,10,Germany,2018-05-05 22:06:10 +0000,Amsterdam,
RT @Intelygenz: Save the date for the next #InCodeWeTrust #Meetup: Thursday 17th May to talk about the dangers of bias in #AI https://t.co/…,992880782141247489,marlobmar,4,Madrid,2018-05-05 21:36:39 +0000,,
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",992880323405991936,BOYCOTT_ISRAEL4,10,Orion Arm,2018-05-05 21:34:50 +0000,Pacific Time (US & Canada),
"RT @NAACP_LDF: One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket labeling of…",992879735444267008,GeorgeLedsinger,10,"Katy, TX",2018-05-05 21:32:30 +0000,Central Time (US & Canada),
"One of the dangers of #PredictivePolicing: ""Evaluating the likelihood a crime is gang-related based on a blanket la… https://t.co/qS8JFF8DJo",992879152742137857,NAACP_LDF,10,NYC & DC,2018-05-05 21:30:11 +0000,Eastern Time (US & Canada),
RT @Intelygenz: Save the date for the next #InCodeWeTrust #Meetup: Thursday 17th May to talk about the dangers of bias in #AI https://t.co/…,992873188764897285,MujeresTech,4,,2018-05-05 21:06:29 +0000,Pacific Time (US & Canada),
RT @Intelygenz: Save the date for the next #InCodeWeTrust #Meetup: Thursday 17th May to talk about the dangers of bias in #AI https://t.co/…,992870865833545729,cris_aranda_,4,,2018-05-05 20:57:15 +0000,Greenland,
Category:   | Herald Sun https://t.co/D0rs9iUIGZ #ai #ml #dl,992850274321682434,AINewsFeed,0,United States,2018-05-05 19:35:26 +0000,Central Time (US & Canada),
"Badly implemented AI could ‘jeopardize democracy,’ says French president Emmanuel Macron https://t.co/W88Jb85dV6",992829556414468096,Salesforce_Tom,0,"London, England",2018-05-05 18:13:06 +0000,London,
No Cookies | The Advertiser https://t.co/OcVqYddlb7 #ai #ml #dl,992802455284051969,AINewsFeed,0,United States,2018-05-05 16:25:25 +0000,Central Time (US & Canada),
AI hopes and dangers // Yoshua Bengio at day 2 of IAM 2018 @UMontreal @IVADO_Qc https://t.co/CAq6rY8FnX,992799900143439873,MAIN_Community,3,,2018-05-05 16:15:16 +0000,,
Save the date for the next #InCodeWeTrust #Meetup: Thursday 17th May to talk about the dangers of bias in #AI… https://t.co/TyKwPG0JT6,992796380107296768,Intelygenz,4,"San Francisco, CA",2018-05-05 16:01:16 +0000,Madrid,
Axon launches AI ethics board to study the dangers of facial recognition https://t.co/eMJO6ELHFx #ai,992795952393093120,watersgisele,0,"Houston, TX Eng, Span, Fr",2018-05-05 15:59:34 +0000,Central Time (US & Canada),
"I recall deep in the mists of almost, but not quite, pre-internet (might have been pre-web though) history there wa… https://t.co/h89PIBJV81",992793764795006978,Vakkotaur,0,,2018-05-05 15:50:53 +0000,Central Time (US & Canada),
RT @alkaapunia: Beauty expert reveals the dangers hiding in your makeup https://t.co/8Rzv2rxpLl via @Femail,992788859313369088,hemantB49017603,1,"Dehradun, India",2018-05-05 15:31:23 +0000,,
RT @ImperialBiz: Think data makes your decision objective? Think again. Prof Gilles Chemla (@chemlag) sheds light on the dangers of #bigdat…,992755245225783296,craigfleisher,5,"Metro ATL traffic, office or ✈️",2018-05-05 13:17:49 +0000,Eastern Time (US & Canada),
From @the_ericbracket --&gt; Google co-founder’s letter focuses on the dangers and promises of #AI | @DigitalTrends… https://t.co/cKTuGq85PR,992753295105122305,MicFarris,0,Los Angeles,2018-05-05 13:10:04 +0000,Pacific Time (US & Canada),
Axon launches AI ethics board to study the dangers of facial recognition https://t.co/fV3QGBD6hK,992747429484269569,heidybalanta,0,"Bogotá, D.C., Colombia",2018-05-05 12:46:46 +0000,Bogota,
RT @ImperialBiz: Think data makes your decision objective? Think again. Prof Gilles Chemla (@chemlag) sheds light on the dangers of #bigdat…,992739544284958721,GSpanosITExec,5,"Hershey, PA",2018-05-05 12:15:26 +0000,Pacific Time (US & Canada),
Watched a bit of an Elon Musk produced film that warns about the dangers of an AI takeover and AI will use your Twi… https://t.co/W33a2EUrqi,992735446848417792,InDistans,0,"Halifax,  NS,  Canada",2018-05-05 11:59:09 +0000,Atlantic Time (Canada),
RT @stephi_fa: Google co-founder’s letter focuses on the dangers and promises of A.I. https://t.co/wYm8IjdBp2,992722224414158848,TVPromoGuy,1,"Dallas, TX USA",2018-05-05 11:06:36 +0000,Central Time (US & Canada),
"The AI arms race is propelled by unstoppable forces: geopolitical competition, science pushing at the frontiers of… https://t.co/duQgQyRTvd",992720661721186305,geminschi,0,,2018-05-05 11:00:24 +0000,London,
"RT @ComputerWeekly: The dangers of non-diverse artificial intelligence:

https://t.co/mS0U9dw3lG #AI #diversity https://t.co/1g7Gvxht1x",992707234370084869,flavien_perier,3,"Limoges, France",2018-05-05 10:07:02 +0000,Pacific Time (US & Canada),
"The dangers of non-diverse artificial intelligence:

https://t.co/mS0U9dw3lG #AI #diversity https://t.co/1g7Gvxht1x",992707228271595521,ComputerWeekly,3,London,2018-05-05 10:07:01 +0000,London,
"RT @Zakford01: Privacy Experts Warn About Dangers of New Facebook Dating Feature 
#GabFam #MAGA #News #ausfam #SpeakFreely #USA #Infowars #…",992683118745223168,mickerxm,3,,2018-05-05 08:31:13 +0000,Pacific Time (US & Canada),
RT @ImperialBiz: Think data makes your decision objective? Think again. Prof Gilles Chemla (@chemlag) sheds light on the dangers of #bigdat…,992671438959202305,LucyJameson_,5,London,2018-05-05 07:44:48 +0000,Pacific Time (US & Canada),
I wonder if all the talk about the dangers of  AI stems from a distorted understand of human nature...… https://t.co/BUUZQEHHDx,992660748865335296,junior_seri,0,Malta,2018-05-05 07:02:19 +0000,,
"RT @Zakford01: Privacy Experts Warn About Dangers of New Facebook Dating Feature 
#GabFam #MAGA #News #ausfam #SpeakFreely #USA #Infowars #…",992594847646171136,MM47821446,3,Canada 🇨🇦 ,2018-05-05 02:40:27 +0000,,
"Privacy Experts Warn About Dangers of New Facebook Dating Feature 
#GabFam #MAGA #News #ausfam #SpeakFreely #USA… https://t.co/46hZ5buWzW",992589817560031232,Zakford01,3,"Victoria, Australia",2018-05-05 02:20:28 +0000,Brisbane,
RT @Mindful_Tech: Google co-founder's letter focuses on the dangers and promises of A.I. https://t.co/xi1VyzKwrn via @DigitalTrends #AI htt…,992575585691021312,ytlivestream,1,"London, England",2018-05-05 01:23:55 +0000,,
Google co-founder's letter focuses on the dangers and promises of A.I. https://t.co/xi1VyzKwrn via @DigitalTrends… https://t.co/bUi7aLiPaN,992574859459706880,Mindful_Tech,1,"New York, NY",2018-05-05 01:21:02 +0000,,
RT @DefenseOne: AI Experts List the Real Dangers of Artificial Intelligence https://t.co/ihXZqV68UN | Dave Gershgorn https://t.co/Bq0N1kUtCR,992567526637875201,mclynd,6,"Dallas, TX",2018-05-05 00:51:54 +0000,Central Time (US & Canada),
"""AI could be the worst event in the history of our civilization. It brings dangers, like powerful autonomous weapon… https://t.co/60IOWTV5Lj",992523559867244546,babylonsingular,0,"Kansas City, MO",2018-05-04 21:57:11 +0000,Pacific Time (US & Canada),
RT @ImperialBiz: Think data makes your decision objective? Think again. Prof Gilles Chemla (@chemlag) sheds light on the dangers of #bigdat…,992510309435928576,JohnGMcNutt,5,"Newark, DE",2018-05-04 21:04:32 +0000,Eastern Time (US & Canada),
"If you haven’t seen it yet, checkout this SLAUGHTERBOTS video. It is a short film showing the dangers of autonomous… https://t.co/bXMoSYHTSY",992510295208792064,Peter_Bowden,0,"Cambridge, MA",2018-05-04 21:04:28 +0000,Quito,
"RT @glocalreporting: ""The systems we use are dangerous and flawed"": My @WIRED_Germany take on whistleblower Chelsea Manning @xychelsea @rep…",992475216164028416,deCespedes,6,"Berlin, Germany",2018-05-04 18:45:05 +0000,Bern,
RT @ImperialBiz: Think data makes your decision objective? Think again. Prof Gilles Chemla (@chemlag) sheds light on the dangers of #bigdat…,992467111934017536,dangrsmind,5,"California, USA",2018-05-04 18:12:53 +0000,Hawaii,
Barack Obama fake news video highlights dangers of #AI - https://t.co/kHZRp66rSd - @washtimes… https://t.co/kRhCPouOtS,992427143241052160,catalanoStorage,0,"Walnut Creek, CA",2018-05-04 15:34:04 +0000,Pacific Time (US & Canada),
A Letter From Google Co-founder’s: The Dangers &amp; Promises of AI #CAMP3 #AI #ArtificialIntelligence #MachineLearning… https://t.co/XdHHOA7YUK,992422461680570368,CAMP3_io,1,"Atlanta, GA",2018-05-04 15:15:27 +0000,Eastern Time (US & Canada),
Think data makes your decision objective? Think again. Prof Gilles Chemla (@chemlag) sheds light on the dangers of… https://t.co/QEEm7oZoGG,992415061388996609,ImperialBiz,5,Imperial College London,2018-05-04 14:46:03 +0000,London,
Google co-founder's letter focuses on the dangers and promises of AI  https://t.co/8m0O5Emt9t,992370832436539392,InfoProNetwork,0,Worldwide,2018-05-04 11:50:18 +0000,Eastern Time (US & Canada),
"RT @horsemaid: A4. VR, AI and Blockchain will be more present in our daily life. To get used to these and to learn to add the benefits and…",992359013651222528,mo_szy,2,"Frankfurt am Main, Germany ",2018-05-04 11:03:20 +0000,Berlin,
"RT @horsemaid: A4. VR, AI and Blockchain will be more present in our daily life. To get used to these and to learn to add the benefits and…",992358783966941184,FDMGroup,2,Worldwide,2018-05-04 11:02:25 +0000,Casablanca,
"A4. VR, AI and Blockchain will be more present in our daily life. To get used to these and to learn to add the bene… https://t.co/TcWoODBIES",992357594701410304,horsemaid,2,"Kirchgasse, Bad Tölz",2018-05-04 10:57:42 +0000,Berlin,
"But while he is on the forefront of creating AI technologies, he is also acutely aware of its dangers. 

Here is a… https://t.co/lMp4wjSKhS",992338977201053701,AkademiPortalEN,0,TURKEY,2018-05-04 09:43:43 +0000,Pacific Time (US & Canada),
An accelerating AI arms race can be slowed:It may be impossible to eliminate the risk of a political crisis sparkin… https://t.co/swg193SVmq,992297705035546624,wi_john,0,"Birmingham, West Midlands",2018-05-04 06:59:43 +0000,,
Beauty expert reveals the dangers hiding in your makeup https://t.co/8Rzv2rxpLl via @Femail,992286990082060289,alkaapunia,1,,2018-05-04 06:17:08 +0000,,
#Google co-founder’s letter focuses on the dangers and promises of #AI. #technology #emergingtech #tech...… https://t.co/SOlc1qmKJv,992263821732425728,mbaileyaus,0,"Sydney, Australia",2018-05-04 04:45:05 +0000,Sydney,
"ALEX JONES (FULL SHOW) THURSDAY 5/3/18: 5G WIFI DANGERS, JAMES O'KEEFE EXPOSES COVER-UP, LIONELRon Gibson 
#GabFam… https://t.co/zX1G3178M3",992219596462505984,Zakford01,1,"Victoria, Australia",2018-05-04 01:49:21 +0000,Brisbane,
Pharmaceutical alert: Drug-induced health problems affect over 9 million older Americans https://t.co/hfYsLuRNY1  https://t.co/01ZhXLkzNH,992190225886539776,AimHighMC130E,0,United States,2018-05-03 23:52:38 +0000,Hong Kong,
RT @imperialcollege: Think data makes your decisions objective? Think again. Prof Gilles Chemla (@chemlag) from @ImperialBiz sheds light on…,992184360408403968,PohChooPang,3,"London, UK",2018-05-03 23:29:20 +0000,,
"RT @Strat_AI: #AI experts list the real dangers of #ArtificialIntelligence - https://t.co/k0UarTcSl7

#analytics #datascience #datamining #…",992171952369553408,DataSci_AE,124,"La Jolla, CA",2018-05-03 22:40:01 +0000,Eastern Time (US & Canada),
RT @ch4rma_net: AI Experts List the Real Dangers of Artificial Intelligence https://t.co/As1VpZTwcV,992153788793307136,bigiebig1,1,,2018-05-03 21:27:51 +0000,Pacific Time (US & Canada),
AI Experts List the Real Dangers of Artificial Intelligence https://t.co/As1VpZTwcV,992153098595512320,ch4rma_net,1,"Olching, Deutschland",2018-05-03 21:25:06 +0000,Pacific Time (US & Canada),
AI Experts List the Real Dangers of Artificial Intelligence https://t.co/As1VpZTwcV,992135506682138630,ch4rma_net,0,"Olching, Deutschland",2018-05-03 20:15:12 +0000,Pacific Time (US & Canada),
"Dear @PiperJaffrayCo;
I share your concerns on $TSLA, I warned of the dangers for shareholders here:… https://t.co/cyx8Bk5Sgp",992109597409214464,daemondave,0,Canada,2018-05-03 18:32:15 +0000,Pacific Time (US & Canada),
"@MaMChannel on matches, robots, advanced AI and dangers of technology. Pretty impressive material :) #imultiplyAI https://t.co/gwRwdFhUEU",992102577268551680,wojtekkutyla,1,"Edinburgh, Scotland",2018-05-03 18:04:21 +0000,London,
"RT @legenet: @nacktepoesie ""Researchers, CEOs, and high-profile individuals like Musk and Hawking signed an open letter in July calling for…",992085509181771778,nacktepoesie,2,"Berlin, Deutschland",2018-05-03 16:56:32 +0000,Pacific Time (US & Canada),
With a focus on our current inability to navigate the dangers of #AI produced and simulated media. https://t.co/Yq2gTUbyur,992076488492179457,MLvS,0,Mannahatta + ✈️ t.me/Mahrinah,2018-05-03 16:20:41 +0000,Eastern Time (US & Canada),
"Several qualities define machine learning’s effectiveness in a healthcare setting. For example, is the machine lear… https://t.co/MpU0IaMdWi",992071595924639745,luigifrasc,0,,2018-05-03 16:01:14 +0000,,
A cautionary tale of the dangers of #technology in a scaling #company. How AI helped a #successful company with the… https://t.co/siWKbxq8kt,992058212907134976,Innovark,0,"Dallas, TX",2018-05-03 15:08:04 +0000,Pacific Time (US & Canada),
"RT @legenet: @nacktepoesie ""Researchers, CEOs, and high-profile individuals like Musk and Hawking signed an open letter in July calling for…",992057731317157888,legenet,2,"Bruzaholm, Sweden",2018-05-03 15:06:09 +0000,Stockholm,
RT @imperialcollege: Think data makes your decisions objective? Think again. Prof Gilles Chemla (@chemlag) from @ImperialBiz sheds light on…,992055343067824129,wpgutenberg,3,,2018-05-03 14:56:39 +0000,Pacific Time (US & Canada),
RT @imperialcollege: Think data makes your decisions objective? Think again. Prof Gilles Chemla (@chemlag) from @ImperialBiz sheds light on…,992053687760670722,ImperialBiz,3,Imperial College London,2018-05-03 14:50:05 +0000,London,
"Or this, from the ACLU, on why the human-generated parameters and training that are used to teach AI are incredibly… https://t.co/SH4T8Bkww3",992053185639481345,sarahmorgan,0,New Jersey,2018-05-03 14:48:05 +0000,Eastern Time (US & Canada),
"RT @bengoldacre: This Babylon app the NHS are using seems to be a great example of the dangers of closed science.

- no published evidence…",992046651543089152,paulpod,451,London / South Wales,2018-05-03 14:22:07 +0000,London,
"RT @bengoldacre: This Babylon app the NHS are using seems to be a great example of the dangers of closed science.

- no published evidence…",992046315512238080,marcus_baw,451,"Yorkshire, UK",2018-05-03 14:20:47 +0000,Europe/London,
